"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-15","2024","01","15","","-10.5","","-37.6","","-24.1","","42.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-16","2024","01","16","","-9.3","","-15.6","","-12.5","","30.5","","0.0","","","","","","0.6","","","","31","","41",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-17","2024","01","17","","-15.6","","-19.3","","-17.5","","35.5","","0.0","","","","","","2.4","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-18","2024","01","18","","-17.8","","-27.9","","-22.9","","40.9","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-19","2024","01","19","","-16.2","","-29.5","","-22.9","","40.9","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-20","2024","01","20","","-5.1","","-16.2","","-10.7","","28.7","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-21","2024","01","21","","-9.2","","-13.0","","-11.1","","29.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-22","2024","01","22","","-11.7","","-14.5","","-13.1","","31.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-23","2024","01","23","","7.1","","-12.1","","-2.5","","20.5","","0.0","","","","","","0.0","","","","29","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-24","2024","01","24","","4.6","","-11.3","","-3.4","","21.4","","0.0","","","","","","0.0","","","","26","","41",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-25","2024","01","25","","6.2","","-3.6","","1.3","","16.7","","0.0","","","","","","0.0","","","","27","","39",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-26","2024","01","26","","5.5","","-7.5","","-1.0","","19.0","","0.0","","","","","","0.0","","","","27","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-27","2024","01","27","","9.2","","-8.6","","0.3","","17.7","","0.0","","","","","","0.0","","","","26","","55",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-28","2024","01","28","","10.5","","-3.9","","3.3","","14.7","","0.0","","","","","","0.0","","","","24","","45",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-29","2024","01","29","","10.2","","-3.7","","3.3","","14.7","","0.0","","","","","","0.0","","","","25","","33",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-30","2024","01","30","","12.7","","0.8","","6.8","","11.2","","0.0","","","","","","0.0","","","","23","","35",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-01-31","2024","01","31","","7.6","","-4.8","","1.4","","16.6","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-01","2024","02","01","","11.3","","-4.1","","3.6","","14.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-02","2024","02","02","","11.5","","-2.4","","4.6","","13.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-03","2024","02","03","","4.0","","-4.5","","-0.3","","18.3","","0.0","","","","","","3.9","","","","33","","45",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-04","2024","02","04","","-4.4","","-8.6","","-6.5","","24.5","","0.0","","","","","","5.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-05","2024","02","05","","-3.2","","-13.5","","-8.4","","26.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-06","2024","02","06","","-6.5","","-8.5","","-7.5","","25.5","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-07","2024","02","07","","-6.6","","-8.8","","-7.7","","25.7","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-08","2024","02","08","","-5.3","","-8.1","","-6.7","","24.7","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-09","2024","02","09","","-5.0","","-18.1","","-11.6","","29.6","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-10","2024","02","10","","2.6","","-20.2","","-8.8","","26.8","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-11","2024","02","11","","1.1","","-7.3","","-3.1","","21.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-12","2024","02","12","","2.0","","-12.0","","-5.0","","23.0","","0.0","","","","","","0.0","","","","33","","35",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-13","2024","02","13","","-5.0","","-14.6","","-9.8","","27.8","","0.0","","","","","","0.0","","","","1","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-14","2024","02","14","","-5.4","","-19.5","","-12.5","","30.5","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-15","2024","02","15","","-8.2","","-21.2","","-14.7","","32.7","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-16","2024","02","16","","-2.0","","-22.2","","-12.1","","30.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-17","2024","02","17","","2.5","","-14.9","","-6.2","","24.2","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-18","2024","02","18","","4.7","","-11.0","","-3.2","","21.2","","0.0","","","","","","0.0","","","","31","","33",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-19","2024","02","19","","4.2","","-14.7","","-5.3","","23.3","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-20","2024","02","20","","7.7","","-9.6","","-1.0","","19.0","","0.0","","","","","","0.0","","","","28","","35",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-21","2024","02","21","","4.0","","-7.6","","-1.8","","19.8","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-22","2024","02","22","","8.4","","-6.8","","0.8","","17.2","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-23","2024","02","23","","7.8","","-1.2","","3.3","","14.7","","0.0","","","","","","0.0","","","","25","","61",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-24","2024","02","24","","3.5","","-5.2","","-0.9","","18.9","","0.0","","","","","","0.0","","","","4","","45",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-25","2024","02","25","","3.9","","-7.3","","-1.7","","19.7","","0.0","","","","","","0.0","","","","23","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-26","2024","02","26","","-1.9","","-22.5","","-12.2","","30.2","","0.0","","","","","","0.0","","","","35","","78",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-27","2024","02","27","","-17.1","","-22.2","","-19.7","","37.7","","0.0","","","","","","0.5","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-28","2024","02","28","","4.2","","-20.6","","-8.2","","26.2","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-02-29","2024","02","29","","7.8","","-9.5","","-0.9","","18.9","","0.0","","","","","","3.1","","","","19","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-01","2024","03","01","","-9.2","","-15.3","","-12.3","","30.3","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-02","2024","03","02","","-13.3","","-23.0","","-18.2","","36.2","","0.0","","","","","","1.3","","","","2","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-03","2024","03","03","","-16.5","","-28.0","","-22.3","","40.3","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-04","2024","03","04","","-17.2","","-25.5","","-21.4","","39.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-05","2024","03","05","","-14.4","","-28.9","","-21.7","","39.7","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-06","2024","03","06","","-6.8","","-22.0","","-14.4","","32.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-07","2024","03","07","","-1.1","","-24.3","","-12.7","","30.7","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-08","2024","03","08","","5.2","","-13.1","","-4.0","","22.0","","0.0","","","","","","0.0","","","","26","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-09","2024","03","09","","9.4","","-5.7","","1.9","","16.1","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-10","2024","03","10","","7.6","","-8.5","","-0.5","","18.5","","0.0","","","","","","0.0","","","","25","","33",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-11","2024","03","11","","6.9","","-7.7","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-12","2024","03","12","","7.9","","-4.6","","1.7","","16.3","","0.0","","","","","","0.0","","","","27","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-13","2024","03","13","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-14","2024","03","14","","8.1","","-7.0","","0.6","","17.4","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-15","2024","03","15","","12.4","","0.6","","6.5","","11.5","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-16","2024","03","16","","","M","","M","","M","","M","","M","","","","","0.0","","","","6","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-17","2024","03","17","","","M","","M","","M","","M","","M","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-18","2024","03","18","","16.0","","0.6","","8.3","","9.7","","0.0","","","","","","0.0","","","","15","","35",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-19","2024","03","19","","5.7","","-3.1","","1.3","","16.7","","0.0","","","","","","0.0","","","","36","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-20","2024","03","20","","-3.0","","-9.8","","-6.4","","24.4","","0.0","","","","","","5.3","","","","13","","33",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-21","2024","03","21","","-4.6","","-9.9","","-7.3","","25.3","","0.0","","","","","","3.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-22","2024","03","22","","-6.1","","-9.3","","-7.7","","25.7","","0.0","","","","","","0.4","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-23","2024","03","23","","-7.2","","-11.2","","-9.2","","27.2","","0.0","","","","","","0.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-24","2024","03","24","","","M","","M","","M","","M","","M","","","","","0.0","","","","14","","35",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-25","2024","03","25","","-6.3","","-20.2","","-13.3","","31.3","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-26","2024","03","26","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-27","2024","03","27","","7.0","","-8.1","","-0.6","","18.6","","0.0","","","","","","0.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-28","2024","03","28","","1.6","","-7.1","","-2.8","","20.8","","0.0","","","","","","0.7","","","","1","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-29","2024","03","29","","-5.3","","-9.7","","-7.5","","25.5","","0.0","","","","","","1.3","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-30","2024","03","30","","1.0","","-16.8","","-7.9","","25.9","","0.0","","","","","","0.4","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-03-31","2024","03","31","","4.5","","-7.9","","-1.7","","19.7","","0.0","","","","","","0.0","","","","17","","33",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-01","2024","04","01","","12.3","","-4.8","","3.8","","14.2","","0.0","","","","","","0.0","","","","26","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-02","2024","04","02","","17.1","","-1.5","","7.8","","10.2","","0.0","","","","","","0.0","","","","24","","41",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-03","2024","04","03","","","M","","M","","M","","M","","M","","","","","0.9","","","","1","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-04","2024","04","04","","0.2","","-1.7","","-0.8","","18.8","","0.0","","","","","","5.5","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-05","2024","04","05","","1.9","","-2.8","","-0.5","","18.5","","0.0","","","","","","7.8","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-06","2024","04","06","","","M","","M","","M","","M","","M","","","","","9.1","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-07","2024","04","07","","","M","","M","","M","","M","","M","","","","","8.4","","","","25","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-08","2024","04","08","","11.3","","-4.3","","3.5","","14.5","","0.0","","","","","","7.8","","","","27","","42",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-09","2024","04","09","","","M","","M","","M","","M","","M","","","","","8.5","","","","34","","67",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-10","2024","04","10","","","M","","M","","M","","M","","M","","","","","6.2","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-11","2024","04","11","","","M","","M","","M","","M","","M","","","","","5.7","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-12","2024","04","12","","","M","","M","","M","","M","","M","","","","","6.7","","","","27","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-13","2024","04","13","","","M","","M","","M","","M","","M","","","","","6.1","","","","31","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-14","2024","04","14","","16.4","","-4.7","","5.9","","12.1","","0.0","","","","","","7.9","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-15","2024","04","15","","","M","","M","","M","","M","","M","","","","","7.1","","","","2","","52",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-16","2024","04","16","","0.4","","-3.5","","-1.6","","19.6","","0.0","","","","","","5.1","","","","35","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-17","2024","04","17","","","M","","M","","M","","M","","M","","","","","15.4","","","","33","","63",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-18","2024","04","18","","1.1","","-7.7","","-3.3","","21.3","","0.0","","","","","","13.8","","","","2","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-19","2024","04","19","","","M","","M","","M","","M","","M","","","","","12.5","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-20","2024","04","20","","9.9","","-9.6","","0.2","","17.8","","0.0","","","","","","12.1","","","","15","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-21","2024","04","21","","11.7","","-5.7","","3.0","","15.0","","0.0","","","","","","13.9","","","","27","","65",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-22","2024","04","22","","14.0","","0.2","","7.1","","10.9","","0.0","","","","","","11.1","","","","27","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-23","2024","04","23","","17.4","","-4.1","","6.7","","11.3","","0.0","","","","","","8.0","","","","16","","42",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-24","2024","04","24","","17.1","","-3.9","","6.6","","11.4","","0.0","","","","","","7.5","","","","27","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-25","2024","04","25","","15.2","","-0.3","","7.5","","10.5","","0.0","","","","","","5.6","","","","2","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-26","2024","04","26","","6.2","","0.4","","3.3","","14.7","","0.0","","","","","","5.6","","","","34","","39",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-27","2024","04","27","","15.8","","-2.3","","6.8","","11.2","","0.0","","","","","","7.4","","","","17","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-28","2024","04","28","","14.3","","-0.2","","7.1","","10.9","","0.0","","","","","","8.9","","","","28","","65",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-29","2024","04","29","","8.8","","0.2","","4.5","","13.5","","0.0","","","","","","6.5","","","","24","","41",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-04-30","2024","04","30","","3.1","","-1.3","","0.9","","17.1","","0.0","","","","","","7.0","","","","35","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-01","2024","05","01","","1.6","","-0.3","","0.7","","17.3","","0.0","","","","","","6.2","","","","34","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-02","2024","05","02","","6.1","","-0.7","","2.7","","15.3","","0.0","","","","","","4.1","","","","34","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-03","2024","05","03","","11.2","","-1.3","","5.0","","13.0","","0.0","","","","","","6.5","","","","28","","45",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-04","2024","05","04","","13.5","","-3.8","","4.9","","13.1","","0.0","","","","","","9.3","","","","24","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-05","2024","05","05","","13.6","","-1.3","","6.2","","11.8","","0.0","","","","","","10.4","","","","15","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-06","2024","05","06","","16.8","","-1.6","","7.6","","10.4","","0.0","","","","","","5.5","","","","30","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-07","2024","05","07","","7.0","","3.3","","5.2","","12.8","","0.0","","","","","","5.3","","","","32","","55",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-08","2024","05","08","","12.8","","3.0","","7.9","","10.1","","0.0","","","","","","8.8","","","","34","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-09","2024","05","09","","21.9","","-1.6","","10.2","","7.8","","0.0","","","","","","5.6","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-10","2024","05","10","","25.0","","3.0","","14.0","","4.0","","0.0","","","","","","2.2","","","","27","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-11","2024","05","11","","21.9","","4.9","","13.4","","4.6","","0.0","","","","","","0.9","","","","5","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-12","2024","05","12","","23.4","","4.8","","14.1","","3.9","","0.0","","","","","","2.0","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-13","2024","05","13","","15.8","","5.4","","10.6","","7.4","","0.0","","","","","","5.3","","","","2","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-14","2024","05","14","","18.1","","6.1","","12.1","","5.9","","0.0","","","","","","1.0","","","","16","","32",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-15","2024","05","15","","19.2","","1.8","","10.5","","7.5","","0.0","","","","","","1.7","","","","27","","52",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-16","2024","05","16","","18.5","","4.3","","11.4","","6.6","","0.0","","","","","","3.1","","","","","M","","M"
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-17","2024","05","17","","9.3","","0.4","","4.9","","13.1","","0.0","","","","","","9.6","","","","33","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-18","2024","05","18","","11.8","","1.0","","6.4","","11.6","","0.0","","","","","","3.9","","","","35","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-19","2024","05","19","","11.4","","-0.3","","5.6","","12.4","","0.0","","","","","","9.1","","","","34","","42",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-20","2024","05","20","","8.2","","2.0","","5.1","","12.9","","0.0","","","","","","4.6","","","","33","","48",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-21","2024","05","21","","14.2","","-0.2","","7.0","","11.0","","0.0","","","","","","3.2","","","","28","","42",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-22","2024","05","22","","9.2","","3.4","","6.3","","11.7","","0.0","","","","","","7.6","","","","8","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-23","2024","05","23","","11.7","","3.1","","7.4","","10.6","","0.0","","","","","","6.9","","","","36","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-24","2024","05","24","","13.0","","-0.3","","6.4","","11.6","","0.0","","","","","","4.4","","","","29","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-25","2024","05","25","","15.1","","0.2","","7.7","","10.3","","0.0","","","","","","7.5","","","","31","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-26","2024","05","26","","16.5","","2.4","","9.5","","8.5","","0.0","","","","","","9.9","","","","25","","54",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-27","2024","05","27","","19.1","","0.4","","9.8","","8.2","","0.0","","","","","","3.6","","","","24","","37",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-28","2024","05","28","","20.5","","6.8","","13.7","","4.3","","0.0","","","","","","0.8","","","","20","","46",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-29","2024","05","29","","15.4","","3.9","","9.7","","8.3","","0.0","","","","","","4.7","","","","28","","67",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-30","2024","05","30","","13.1","","1.4","","7.3","","10.7","","0.0","","","","","","8.8","","","","33","","50",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-05-31","2024","05","31","","15.3","","0.9","","8.1","","9.9","","0.0","","","","","","8.1","","","","1","","55",""
"-114.37","51.11","CALGARY SPRINGBANK A","3031109","2024-06-01","2024","06","01","","17.6","","-1.4","","8.1","","9.9","","0.0","","","","","","4.2","","","","21","","35",""
